Date;PKod;Pgroup;Pname;Pquantity;pce_zn;pwa_zn;pce_sn;pwa_sn;pce_sb;pwa_sb;pudzsb;pmarza;pmarzajedn;pkwmarza;pudzmarza,,,,,,,,,,,,
01.01.2018;6474;GENERAL;SZPARAGI 330 G KIER;1;6,14;6,14;8,08;8,08;8,73;8,73;0,01;24,01;1,94;1,94;0,2,
01.01.2018;8640;VEGETABLES;SZPINAK 250G;1;3,75;3,75;2,41;2,41;2,53;2,53;0;-55,6;-1,34;-1,34;-0,1,,
01.01.2018;18425;ICE_CREAMS_FROZEN;SZPINAK 450G NORDIS.;3;3,01;9,03;4,41;13,23;4,63;13,89;0,02;31,75;1,4;4,2;0,4,
01.01.2018;2569;ICE_CREAMS_FROZEN;SZPINAK LISC;1;4,41;4,41;5,7;5,7;5,99;5,99;0,01;22,63;1,29;1,29;0,1,
01.01.2018;7642;ICE_CREAMS_FROZEN;SZPINAK LISC 300 G FROSTA;1;3,85;3,85;5,07;5,07;5,32;5,32;0,01;24,06;1,22;1,22;0,1,
01.01.2018;16384;ICE_CREAMS_FROZEN;SZPINAK SIEKANY 450 G;2;3,16;6,32;4,33;8,66;4,55;9,1;0,01;27,02;1,17;2,34;0,2,
01.01.2018;16085;FISH;SZPROT W POMID.170 G ORKA;4;2,19;8,76;3,04;12,16;3,19;12,76;0,01;27,96;0,85;3,4;0,4,
01.01.2018;1789;FISH;SZPROT WEDZONY KG;0,7;12,14;8,5;13,03;9,12;13,67;9,57;0,01;6,8;0,89;0,62;0,1
01.01.2018;4813;MEAT;SZYNKA  BIALA KG;0,47;17,31;8,05;10,11;4,7;10,6;4,93;0,01;-71,28;-7,2;-3,35;-0,3
01.01.2018;3859;MEAT;SZYNKA DOMOWA KG;0,26;19,69;5,02;24,27;6,19;25,49;6,5;0,01;18,9;4,59;1,17;0,1
01.01.2018;3750;MEAT;SZYNKA GOTOWANA BIALA KG;0,23;17,35;3,99;21,39;4,92;22,48;5,17;0,01;18,9;4,04;0,93;0,1
01.01.2018;18145;MEAT;SZYNKA WIELKOPOLSKA KG;3,39;16,3;55,19;18,7;63,29;19,65;66,5;0,07;12,8;2,39;8,1;0,8
01.01.2018;4445;TABLETS;TABLETKI  APAP SASZETKA 2 TAB;2;1,23;2,46;1,58;3,16;1,71;3,42;0;22,15;0,35;0,7;0,1,,
01.01.2018;1221;TABLETS;TABLETKI APAP 6SZT;2;2,78;5,56;3,48;6,96;3,76;7,52;0,01;20,11;0,7;1,4;0,1,
01.01.2018;5892;TABLETS;TABLETKI CHOLINEX 8;2;5,87;11,74;7,95;15,9;8,59;17,18;0,02;26,16;2,08;4,16;0,4,
01.01.2018;18737;OCCASIONAL;TABLETKI ETOPIRYNA 6 SZT;2;1,62;3,24;2,08;4,16;2,25;4,5;0,01;22,12;0,46;0,92;0,1,
01.01.2018;540;TABLETS;TABLETKI GRIPEX CNTROL 12;1;6,88;6,88;8,83;8,83;9,54;9,54;0,01;22,08;1,95;1,95;0,2,
01.01.2018;18738;TABLETS;TABLETKI IBUM 7 SZT;4;4,09;16,36;5,25;21;5,67;22,68;0,03;22,1;1,16;4,64;0,5,,
01.01.2018;7628;TABLETS;TABLETKI IBUPROM 10 TAB.SPRINT;5;7,85;39,25;10,18;50,9;10,99;54,95;0,06;22,89;2,33;11,65;0,12,
01.01.2018;1218;TABLETS;TABLETKI IBUPROM 10SZT;10;4,75;47,5;6,19;61,9;6,69;66,9;0,07;23,26;1,44;14,4;0,15,
01.01.2018;9930;TABLETS;TABLETKI IBUPROM SASZETKA 2 SZT;3;1,39;4,17;1,84;5,52;1,99;5,97;0,01;24,46;0,45;1,35;0,1,
01.01.2018;19082;TABLETS;TABLETKI NUROFEN 10SZTULTRA;2;3,97;7,94;5,23;10,46;5,65;11,3;0,01;24,09;1,26;2,52;0,3,
01.01.2018;4436;TABLETS;TABLETKI NUROFEN EXPRESS 10 SZT;1;6,25;6,25;8,06;8,06;8,7;8,7;0,01;22,46;1,81;1,81;0,2,
01.01.2018;4368;GENERAL;TABLETKI PIEC ZIÓL GARD?O;2;3,6;7,2;3,38;6,75;4,16;8,31;0,01;-6,67;-0,23;-0,45;0,,
01.01.2018;4214;TABLETS;TABLETKI POLOPIRYNA S/10/;1;3,06;3,06;3,97;3,97;4,29;4,29;0;22,92;0,91;0,91;0,1,,
01.01.2018;4372;TABLETS;TABLETKI SCORBOLAMID GARD?O 8 SZT;3;4,1;12,3;5,26;15,78;6,47;19,41;0,02;22,05;1,16;3,48;0,4,
01.01.2018;16244;TABLETS;TABLETKI WEGIEL 30 SZT;1;5,77;5,77;8,19;8,19;8,85;8,85;0,01;29,55;2,42;2,42;0,3,
01.01.2018;4262;CHEMISTRY;TAFT LAKIER;1;6,08;6,08;8,12;8,12;9,99;9,99;0,01;25,12;2,04;2,04;0,2,
01.01.2018;4159;SWEETS;TALARKI 155 G LAJKONIK;3;2,31;6,93;2,97;8,91;3,65;10,95;0,01;22,22;0,66;1,98;0,2,
01.01.2018;8234;CHEMISTRY;TAMPON BELLA  A16 SUPER;1;5,19;5,19;9,25;9,25;9,99;9,99;0,01;43,89;4,06;4,06;0,4,
01.01.2018;14990;CHEMISTRY;TAMPON BELLA 16;1;5,19;5,19;8,22;8,22;8,88;8,88;0,01;36,86;3,03;3,03;0,3,
01.01.2018;17727;CHEMISTRY;TEMPEROWKA METALOWA;1;0,36;0,36;0,28;0,28;0,35;0,35;0;-28,57;-0,08;-0,08;0,,,
01.01.2018;15683;SWEETS;TIC TAK MALINA;13;1,14;14,82;1,62;21,06;1,99;25,87;0,03;29,63;0,48;6,24;0,6,
01.01.2018;15684;SWEETS;TIK TAK MIETA;11;1,16;12,79;1,62;17,82;1,99;21,89;0,02;28,23;0,46;5,03;0,5,
01.01.2018;7635;SWEETS;TIMI O SMAKU MIETY;4;0,6;2,4;1,29;5,16;1,59;6,36;0,01;53,49;0,69;2,76;0,3,
01.01.2018;17871;OCCASIONAL;TORBA NA PREZENT;1;1,8;1,8;2,43;2,43;2,99;2,99;0;25,93;0,63;0,63;0,1,,
01.01.2018;1378;OCCASIONAL;TORBA SREDNIA;2;1,54;3,08;2,84;5,68;3,49;6,98;0,01;45,77;1,3;2,6;0,3,
01.01.2018;8601;CHEMISTRY;TOREBKA BUTELKA;1;2,82;2,82;4,03;4,03;4,96;4,96;0,01;30,02;1,21;1,21;0,1,
01.01.2018;5513;CANNED_PATE;TOREBKA NA BUTELK?;1;1,72;1,72;2,65;2,65;3,26;3,26;0;35,09;0,93;0,93;0,1,,
01.01.2018;8602;CHEMISTRY;TOREBKA NA PREZENT;4;1,9;7,6;3,24;12,96;3,99;15,96;0,02;41,36;1,34;5,36;0,6,
01.01.2018;6675;CHEWING_GUM_LOLIPOPS;TORTILLA WRAPS 4 285 G;2;4,05;8,1;6,01;12,02;7,39;14,78;0,02;32,61;1,96;3,92;0,4,
01.01.2018;10951;ICE_CREAMS_FROZEN;TRUSKAWKA MR.450G NORDIS;3;6,97;20,91;9,3;27,9;9,77;29,31;0,03;25,05;2,33;6,99;0,7,
01.01.2018;7384;GENERAL;TRUSKAWKI W SYROPIE 410 G M-K;1;3,03;3,03;4,33;4,33;4,68;4,68;0,01;30,02;1,3;1,3;0,1,
01.01.2018;15036;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;TUNCZYK CHUNK W OLEJU GRAAL 170G;4;5,17;20,68;5,32;21,26;5,58;22,32;0,03;2,73;0,15;0,58;0,1,
01.01.2018;4435;FISH;TUNCZYK ROZDROBNIONY W OLEJU 130 G;1;2,78;2,78;3,98;3,98;4,18;4,18;0;30,15;1,2;1,2;0,1,,
01.01.2018;9096;FISH;TUNCZYK W OLEJU ORKA 170 G;1;3,71;3,71;2,84;2,84;2,98;2,98;0;-30,63;-0,87;-0,87;-0,1,,
01.01.2018;14017;DAIRY_CHESSE;TWAROG JEZIERZYCKA KROWKA 250 G;2;3,57;7,14;2,24;4,48;2,35;4,7;0,01;-59,38;-1,33;-2,66;-0,3,
01.01.2018;14110;DAIRY_CHESSE;TWAROG POLTLUSTY SREMSKI 250G;14;2,7;37,8;3,47;48,58;3,64;50,96;0,06;22,19;0,77;10,78;0,11,
01.01.2018;14789;DAIRY_CHESSE;TWAROG SERNIKOWY 1KG PIATNICA;3;10,22;30,66;6,39;19,17;6,71;20,13;0,02;-59,94;-3,83;-11,49;-0,12,
01.01.2018;12843;DAIRY_CHESSE;TWAROG SMIETANKOWY RAWICZ 250G;5;2,49;12,45;2,71;13,54;2,84;14,22;0,02;8,05;0,22;1,09;0,1,
01.01.2018;16495;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;TWAROG SOLANKOWY WEDZONY 250G CYLINDER;2;3,81;7,62;3,99;7,97;4,19;8,37;0,01;4,39;0,18;0,35;0,,
01.01.2018;6941;DAIRY_CHESSE;TWAROG SREMSKI 250G TLUSTY;148;2,79;413,51;3,61;534,28;3,79;560,92;0,63;22,6;0,82;120,77;1,25,
01.01.2018;8658;DAIRY_CHESSE;TWAROG SREMSKI CHUDY 250GR;14;2,45;34,3;2,71;38;2,85;39,89;0,04;9,74;0,26;3,7;0,4,,
01.01.2018;171;CHEMISTRY;TYTAN 0_7 L BAKTERIOBOJCZY;1;4,38;4,38;5,85;5,85;7,19;7,19;0,01;25,13;1,47;1,47;0,2,
01.01.2018;6313;CHEMISTRY;TYTAN 0_850 NIEBIESKI;1;4,38;4,38;5,85;5,85;7,19;7,19;0,01;25,13;1,47;1,47;0,2,
01.01.2018;6771;CIGARETTES;TYTO VICEROY BLU 30 G;5;10,09;50,45;10,56;52,8;12,99;64,95;0,07;4,45;0,47;2,35;0,2,
01.01.2018;7193;CIGARETTES;TYTON PS BLAC;29;10,83;314,07;11,37;329,73;13,99;405,71;0,45;4,75;0,54;15,66;0,16,
01.01.2018;7954;CIGARETTES;TYTO? ROTHMANS 30GR;2;9,26;18,52;10,56;21,12;12,99;25,98;0,03;12,31;1,3;2,6;0,3,
01.01.2018;226;GENERAL_FOOD;VEGETA 200G;3;2,46;7,38;4,18;12,54;4,51;13,53;0,02;41,15;1,72;5,16;0,5,
01.01.2018;227;GENERAL_FOOD;VEGETA 75G;14;1,11;15,54;1,84;25,76;1,99;27,86;0,03;39,67;0,73;10,22;0,11,
01.01.2018;8570;GENERAL_FOOD;VIFON DANIE W STYL.TAJSKIM;4;3,9;15,6;5,58;22,32;5,86;23,44;0,03;30,11;1,68;6,72;0,7,
01.01.2018;7939;SWEETS;WAFELEK PEPPA30G;7;0,83;5,81;1,21;8,47;1,49;10,43;0,01;31,4;0,38;2,66;0,3,
01.01.2018;469;COOKIES_BULK;WAFLE CHRUPS/LUMARKI/GRZESKI;6,32;10,89;68,86;16,18;102,31;19,9;125,83;0,14;32,69;5,29;33,45;0,35
01.01.2018;6682;SWEETS;WAFLE GORALKI ARACHID 42 G;12;0,58;6,9;1,02;12,24;1,25;15;0,02;43,63;0,45;5,34;0,6,,
01.01.2018;6694;SWEETS;WAFLE GORALKI CZEKOLADA 42 G;14;0,53;7,42;1,02;14,28;1,25;17,5;0,02;48,04;0,49;6,86;0,7,
01.01.2018;6940;SWEETS;WAFLE GORALKI O SMAKU WANILIOWYM 42 G;17;0,57;9,67;1,02;17,34;1,25;21,25;0,02;44,23;0,45;7,67;0,8,
01.01.2018;10363;GENERAL_FOOD;WAFLE KUKURYDZIANE 100GR;3;2,52;7,56;3,62;10,86;3,8;11,4;0,01;30,39;1,1;3,3;0,3,
01.01.2018;19252;SWEETS;WAFLE KWADRAT DESER 120 G;11;2,35;25,85;2,88;31,64;3,54;38,89;0,04;18,3;0,53;5,79;0,6,
01.01.2018;18439;COOKIES_BULK;WAFLE KWADRATY BIALE/CZARNE;0,35;12,29;4,24;16,14;5,57;19,86;6,85;0,01;23,88;3,86;1,33;0,1
01.01.2018;10346;GENERAL_FOOD;WAFLE LEKKIE LIGHT FOOD 58GR;9;2,36;21,24;3,42;30,78;3,59;32,31;0,04;30,99;1,06;9,54;0,1,
01.01.2018;8458;SWEETS;WAFLE NESQUIK 26 G;10;0,73;7,28;1,04;10,4;1,28;12,8;0,01;30;0,31;3,12;0,3,,
01.01.2018;794;CHIPS_FLAKES;WAFLE RYZOWE  130GR RYZ DZIKI;4;1,66;6,64;2,85;11,4;2,99;11,96;0,01;41,75;1,19;4,76;0,5,
01.01.2018;6209;GENERAL_FOOD;WAFLE RYZOWE  MUSLI Z KI BANA.130 G SONK;2;1,66;3,32;2,85;5,7;2,99;5,98;0,01;41,75;1,19;2,38;0,2,
01.01.2018;18068;SWEETS;WAFLE RYZOWE 100 G FIT;1;1,39;1,39;2,09;2,09;2,19;2,19;0;33,49;0,7;0,7;0,1,,
01.01.2018;5829;SWEETS;WAFLE SUCHE;8;2,02;16,16;2,84;22,72;3,49;27,92;0,03;28,87;0,82;6,56;0,7,
01.01.2018;8092;SWEETS;WAFLE SUCHE 165 G;4;1,98;7,92;2,83;11,32;3,48;13,92;0,02;30,04;0,85;3,4;0,4,
01.01.2018;6158;DAIRY_CHESSE;WAFLE SUCHE KOLO 150 G;2;2,02;4,04;2,84;5,68;3,49;6,98;0,01;28,87;0,82;1,64;0,2,
01.01.2018;7516;SWEETS;WAFLE SUCHE OWAL 130 G;3;2,07;6,21;2,99;8,96;3,67;11,02;0,01;30,69;0,92;2,75;0,3,
01.01.2018;16517;GENERAL_FOOD;WAFLE SUNNY 60 G NATURALNE;7;2,26;15,79;3,4;23,8;3,57;24,99;0,03;33,66;1,14;8,01;0,8,
01.01.2018;7161;SWEETS;WAFLE TRIPLEX 20 G;11;0,55;6,05;0,8;8,8;0,99;10,89;0,01;31,25;0,25;2,75;0,3,
01.01.2018;8495;ICE_CREAMS_FROZEN;WARZYWA NA PATELNIE 400G;3;3,65;10,95;5;15;5,25;15,75;0,02;27;1,35;4,05;0,4,,,,
01.01.2018;15979;ICE_CREAMS_FROZEN;WARZYWA NA PATELNIE 450G CALFLOST;2;3,74;7,48;5,13;10,26;5,39;10,78;0,01;27,1;1,39;2,78;0,3,
01.01.2018;14264;ICE_CREAMS_FROZEN;WARZYWA NA PATELNIE WIEJSKI NORDIS 450G;3;3,45;10,35;4,95;14,85;5,2;15,6;0,02;30,3;1,5;4,5;0,5,
01.01.2018;13299;ICE_CREAMS_FROZEN;WARZYWA NA PATELNIE WIEJSKIE;1;1,97;1,97;2,85;2,85;2,99;2,99;0;30,88;0,88;0,88;0,1,,
01.01.2018;8468;ICE_CREAMS_FROZEN;WARZYWA NA PETELNIE Z ZIEMNIAKAMI 500G;1;3,5;3,5;4,75;4,75;4,99;4,99;0,01;26,32;1,25;1,25;0,1,
01.01.2018;799;COOKIES_BULK;WATA CUKROWA 400 G;2;0,7;1,4;1,37;2,74;1,69;3,38;0;48,91;0,67;1,34;0,1,,
01.01.2018;5762;SWEETS;WAWEL CZEKOL  MALAGA 100G;3;1,75;5,25;3,24;9,72;3,99;11,97;0,01;45,99;1,49;4,47;0,5,
01.01.2018;8586;SWEETS;WAWEL CZEKOLADA MICHALKI 100G;2;2,22;4,44;3,24;6,48;3,99;7,98;0,01;31,48;1,02;2,04;0,2,
01.01.2018;3241;SWEETS;WEDEL CZEK GORZKA 100G;6;2,24;13,44;3;18;3,69;22,14;0,02;25,33;0,76;4,56;0,5,,,
01.01.2018;16711;SWEETS;WEDEL CZEK.MLECZNA 100 G;12;2,62;31,44;2,43;29,17;2,99;35,92;0,04;-7,78;-0,19;-2,27;-0,2,
01.01.2018;16679;SWEETS;WEDEL PAWELEK ADVOCAT 45G;1;0,87;0,87;1,62;1,62;1,99;1,99;0;46,3;0,75;0,75;0,1,,
01.01.2018;603;SWEETS;WEDEL PAWELEK TOFFI 45G;15;0,89;13,35;1,62;24,3;1,99;29,85;0,03;45,06;0,73;10,95;0,11,
01.01.2018;16492;SWEETS;WEDEL PTASIE  MLECZKO KOKOS 380 G;2;7,99;15,98;5,69;11,38;7;14;0,02;-40,42;-2,3;-4,6;-0,5,,,
01.01.2018;1943;SWEETS;WEDEL PTASIE MLECZKO WANILIA 380 G;2;9,56;19,12;13;26;15,99;31,98;0,04;26,46;3,44;6,88;0,7,,,
01.01.2018;8045;CHEMISTRY;WELLAFLEX LAKIER 250 ML;1;6,49;6,49;9,28;9,28;11,41;11,41;0,01;30,06;2,79;2,79;0,3,
01.01.2018;15617;VODKA_ALCOHOL;WHISKY BALLANTINES 07+SZKL;1;46,21;46,21;56,58;56,58;69,59;69,59;0,08;18,33;10,37;10,37;0,11,
01.01.2018;6505;VODKA_ALCOHOL;WHISKY HIGHLANDER 0_5 L;1;16,99;16,99;21,51;21,51;26,46;26,46;0,03;21,01;4,52;4,52;0,5,
01.01.2018;6874;VODKA_ALCOHOL;WHISKY JACK DANIELS 0_5L;2;43,33;86,66;59,34;118,68;72,99;145,98;0,16;26,98;16,01;32,02;0,33,
01.01.2018;678;GENERAL_FOOD;WIN BARSZCZ CZERWONY 60 G;15;1,36;20,4;1,58;23,64;1,7;25,53;0,03;13,71;0,22;3,24;0,3,
01.01.2018;7020;GENERAL;WIN BUDYN CZEKOL DO CIAST 40 G;8;0,74;5,92;1,01;8,08;1,09;8,72;0,01;26,73;0,27;2,16;0,2,
01.01.2018;7049;GENERAL;WIN BUDYN DO CIAST WANILIOWY 35 G;4;0,74;2,96;1,01;4,04;1,09;4,36;0;26,73;0,27;1,08;0,1,,
01.01.2018;8409;GENERAL_FOOD;WIN BUDYN MALINOWY 60GR;2;0,75;1,5;1,1;2,2;1,19;2,38;0;31,82;0,35;0,7;0,1,,
01.01.2018;683;GENERAL_FOOD;WIN BUDYN WANILIOWY 60G;9;0,75;6,75;1,1;9,9;1,19;10,71;0,01;31,82;0,35;3,15;0,3,
01.01.2018;6638;GENERAL;WIN BULION Z GRZYBAMI LESNYMI 6K;2;2,31;4,62;3,05;6,1;3,29;6,58;0,01;24,26;0,74;1,48;0,2,
01.01.2018;716;GENERAL_FOOD;WIN GALARETKA AGRESTOWA 79G;3;1,25;3,75;1,66;4,98;1,79;5,37;0,01;24,7;0,41;1,23;0,1,
01.01.2018;3926;GENERAL_FOOD;WIN GALARETKA CYTRYNOWA  79G;13;1,19;15,47;1,56;20,28;1,69;21,97;0,02;23,72;0,37;4,81;0,5,
01.01.2018;7828;GENERAL;WIN GALARETKA PRZEZROCZYSTA 71 G;7;1,12;7,84;1,56;10,92;1,69;11,83;0,01;28,21;0,44;3,08;0,3,
01.01.2018;717;GENERAL_FOOD;WIN GALARETKA TRUSKAWKA 79G;19;1,16;22,04;1,56;29,64;1,69;32,11;0,04;25,64;0,4;7,6;0,8,
01.01.2018;6037;CHEMISTRY;WIN GALARETKA TRUSKAWKOWA Z PIANKA 72 G;4;1,46;5,84;2,12;8,48;2,29;9,16;0,01;31,13;0,66;2,64;0,3,
01.01.2018;715;GENERAL_FOOD;WIN GALARETKA WISNIOWY 79G WINIARY;13;1,01;13,13;1,47;19,11;1,59;20,67;0,02;31,29;0,46;5,98;0,6,
01.01.2018;11066;GENERAL_FOOD;WIN KISIEL TRUSKAWKOWY 77G;4;0,92;3,68;1,29;5,16;1,39;5,56;0,01;28,68;0,37;1,48;0,2,
01.01.2018;14318;GENERAL_FOOD;WIN KISIEL WISNIOWY Z CUK 77G;9;0,7;6,3;1,1;9,9;1,19;10,71;0,01;36,36;0,4;3,6;0,4,
01.01.2018;16707;SPICES;WIN KOSTKA MIESNA 60G;5;1,36;6,8;1,84;9,2;1,99;9,95;0,01;26,09;0,48;2,4;0,2,
01.01.2018;731;SPICES;WIN MAGI W PLYNIE 200ML;3;2,01;6,03;2,77;8,31;2,99;8,97;0,01;27,44;0,76;2,28;0,2,
01.01.2018;3908;GENERAL;WIN MAJONEZ 300 G;21;2,93;61,53;4,62;97,02;4,99;104,79;0,12;36,58;1,69;35,49;0,37,
01.01.2018;733;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;WIN MAJONEZ 400G;15;3,79;56,85;5,55;83,25;5,99;89,85;0,1;31,71;1,76;26,4;0,27,
01.01.2018;732;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;WIN MAJONEZ 700G;2;6,5;13;8,32;16,64;8,99;17,98;0,02;21,88;1,82;3,64;0,4,,
01.01.2018;18540;GENERAL_FOOD;WIN MAJONEZ DELIKATNY 250 ML;1;2,39;2,39;3,32;3,32;3,59;3,59;0;28,01;0,93;0,93;0,1,,
01.01.2018;9860;GENERAL_FOOD;WIN POMYSL NA KURCZAK W SOS SMIET ZIOLOW;10;2,13;21,3;2,95;29,5;3,19;31,9;0,04;27,8;0,82;8,2;0,8,
01.01.2018;18245;GENERAL_FOOD;WIN POMYSL NA RYBE NA SOS KOPERKOWY;2;2,19;4,38;3,06;6,12;3,3;6,6;0,01;28,43;0,87;1,74;0,2,
01.01.2018;8852;GENERAL_FOOD;WIN POMYSL NA SPAG.PO BOLONSKU;6;1,79;10,74;3,23;19,38;3,49;20,94;0,02;44,58;1,44;8,64;0,9,
01.01.2018;6561;GENERAL_FOOD;WIN POMYSL..KLOPSIKI;2;2,76;5,52;3,69;7,38;3,99;7,98;0,01;25,2;0,93;1,86;0,2,
01.01.2018;18243;GENERAL_FOOD;WIN POMYSL..ZAPIEKANKE Z SZYNKA;5;2,19;10,95;3;15;3,24;16,2;0,02;27;0,81;4,05;0,4,,,,
01.01.2018;1839;GENERAL_FOOD;WIN ROSOL DROBIOWY 120G;7;2,55;17,85;3,69;25,83;3,99;27,93;0,03;30,89;1,14;7,98;0,8,
01.01.2018;770;GENERAL_FOOD;WIN ROSOL DROBIOWY 60G;8;1,36;10,88;1,84;14,72;1,99;15,92;0,02;26,09;0,48;3,84;0,4,
01.01.2018;16178;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;WIN SOS CZOSNKOWY 250ML;1;3,62;3,62;4,62;4,62;4,99;4,99;0,01;21,65;1;1;0,1,,,
01.01.2018;15736;GENERAL_FOOD;WIN SOS GRZYBOWY 34G;4;1,31;5,24;1,84;7,36;1,99;7,96;0,01;28,8;0,53;2,12;0,2,
01.01.2018;232;GENERAL_FOOD;WIN SOS MYSLIWSKI 33GR;3;2,29;6,87;3,06;9,18;3,3;9,9;0,01;25,16;0,77;2,31;0,2,
01.01.2018;779;GENERAL_FOOD;WIN SOS PIECZ/CIEMNY 30G;21;1,04;21,84;1,56;32,76;1,69;35,49;0,04;33,33;0,52;10,92;0,11,
01.01.2018;2856;GENERAL_FOOD;WIN SOS PIECZENIOWY JASNY;4;1,03;4,12;1,47;5,88;1,59;6,36;0,01;29,93;0,44;1,76;0,2,
01.01.2018;2063;GENERAL_FOOD;WIN SOS POMIDOROWY 38G;6;0,98;5,88;1,47;8,82;1,59;9,54;0,01;33,33;0,49;2,94;0,3,
01.01.2018;10162;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;WIN SOS TATARSKI 250ML;2;3,62;7,24;4,62;9,24;4,99;9,98;0,01;21,65;1;2;0,2,,,
01.01.2018;786;GENERAL_FOOD;WIN ZELATYNA SPOZYWCZA;4;3,71;14,84;4,62;18,48;4,99;19,96;0,02;19,7;0,91;3,64;0,4,
01.01.2018;2516;SPICES;WIN ZIARENKA SMAKU 120G;4;1,66;6,64;2,31;9,24;2,49;9,96;0,01;28,14;0,65;2,6;0,3,
01.01.2018;2353;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;WIN ZUPA  JAK U MAMY PIECZARKOWA 45G;1;2;2;2,95;2,95;3,19;3,19;0;32,2;0,95;0,95;0,1,,,,
01.01.2018;1427;GROATS_RICE_PASTA;WIN ZUPA BOROWIKOWA 45 G;3;2,13;6,39;3,05;9,15;3,29;9,87;0,01;30,16;0,92;2,76;0,3,
01.01.2018;228;GENERAL_FOOD;WIN ZUPA GROCHOWA 75GR;1;1,21;1,21;1,84;1,84;1,99;1,99;0;34,24;0,63;0,63;0,1,,
01.01.2018;1542;GENERAL_FOOD;WIN ZUPA OGORKOWA 44GR;4;2,13;8,52;3,05;12,2;3,29;13,16;0,01;30,16;0,92;3,68;0,4,
01.01.2018;16403;DAIRY_CHESSE;WIN ZUPA POMIDOROWA 50 G;1;1,36;1,36;1,95;1,95;2,11;2,11;0;30,26;0,59;0,59;0,1,,
01.01.2018;18994;GENERAL_FOOD;WIN ZUPA ZUREK 49 G;3;1,21;3,63;1,75;5,25;1,89;5,67;0,01;30,86;0,54;1,62;0,2,
01.01.2018;7065;DAIRY_CHESSE;WIN ZUREK RAZOWY 33 G;2;1,83;3,66;2,45;4,9;2,65;5,3;0,01;25,31;0,62;1,24;0,1,
01.01.2018;8164;WINE_ALCOHOL 18%;WINO BULGARIS POL/SLODKIE ROZOWE 0_75;1;5;5;7,76;7,76;9,55;9,55;0,01;35,57;2,76;2,76;0,3,,,
01.01.2018;7272;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;WINO CARLO ROSSI BIALE WYTR.10_5% 0_75L;1;12,89;12,89;17,39;17,39;21,39;21,39;0,02;25,88;4,5;4,5;0,5,
01.01.2018;6142;WINE_ALCOHOL 18%;WINO CARLO ROSSI TRUSK.;1;13,94;13,94;17,88;17,88;21,99;21,99;0,02;22,04;3,94;3,94;0,4,
01.01.2018;19555;WINE_ALCOHOL 18%;WINO CARTE VIGNA 0_75 ML B/PÓLW;1;8,92;8,92;11,9;11,9;14,64;14,64;0,02;25,04;2,98;2,98;0,3,
01.01.2018;19445;WINE_ALCOHOL 18%;WINO ELSOL CZ/PÓ?S? 0_75 L;1;14;14;17,88;17,88;21,99;21,99;0,02;21,7;3,88;3,88;0,4,,,
01.01.2018;5548;WINE_ALCOHOL 18%;WINO FRESCO B/PS 0_75L;1;7,24;7,24;9,74;9,74;11,98;11,98;0,01;25,67;2,5;2,5;0,3,
01.01.2018;12334;WINE_ALCOHOL 18%;WINO FRESCO CZER/P SLOD;1;6,57;6,57;9,74;9,74;11,98;11,98;0,01;32,55;3,17;3,17;0,3,
01.01.2018;2944;WINE_ALCOHOL 18%;WINO FRESCO ROZOWE P/SL;1;7,2;7,2;9,74;9,74;11,98;11,98;0,01;26,08;2,54;2,54;0,3,
01.01.2018;7012;WINE_ALCOHOL 18%;WINO GRENACHE ROZE 0_7 PÓL/S?ODKIE;1;9,3;9,3;13;13;15,99;15,99;0,02;28,46;3,7;3,7;0,4,,,
01.01.2018;16053;WINE_ALCOHOL 18%;WINO GRZANE MALINA 1 L;1;8,1;8,1;11,88;11,88;14,61;14,61;0,02;31,82;3,78;3,78;0,4,
01.01.2018;1119;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;WINO KADARKA P/SLD.BARTEX 11% 0_75L;3;6,04;18,12;8,86;26,58;10,9;32,7;0,04;31,83;2,82;8,46;0,9,
01.01.2018;12918;WINE_ALCOHOL 18%;WINO KADARKA P/WYTRAWNE 1L;1;7,8;7,8;11,37;11,37;13,99;13,99;0,02;31,4;3,57;3,57;0,4,
01.01.2018;5396;WINE_ALCOHOL 18%;WINO MOGEN  0_75 LROZOWE P/S?OD;1;13,01;13,01;16,24;16,24;19,98;19,98;0,02;19,89;3,23;3,23;0,3,
01.01.2018;19383;WINE_ALCOHOL 18%;WINO MOGEN 0_7 L CZ/PÓ?S.POME.;1;13,01;13,01;16,24;16,24;19,98;19,98;0,02;19,89;3,23;3,23;0,3,
01.01.2018;3369;WINE_ALCOHOL 18%;WINO MONTE ORYGINS? 0_75 L S?OD;2;11,49;22,98;15,44;30,88;18,99;37,98;0,04;25,58;3,95;7,9;0,8,
01.01.2018;3364;WINE_ALCOHOL 18%;WINO MONTE-STRAWBERRY 0_75 L S?OD.;2;11,49;22,98;15,44;30,88;18,99;37,98;0,04;25,58;3,95;7,9;0,8,
